0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.183392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184539,0.0,0.0,0.0,0.492775,0.0,0.139274,0.0,0.0
0.110644,0.0,0.0,0.06164,0.0,0.084377,0.041752,0.04213,0.037603,0.077859,0.12091,0.1095,0.0,0.083911,0.0,0.157672,0.03834,0.033703,0.0,0.0
0.181243,0.0,0.297302,0.036829,0.0,0.037137,0.0,0.0,0.053921,0.038314,0.0,0.034102,0.0,0.15104,0.035427,0.104531,0.030123,0.0,0.0,0.0
0.192376,0.0,0.0,0.029503,0.029177,0.0,0.0,0.05038,0.0,0.174101,0.042072,0.0,0.054674,0.0,0.0,0.0,0.093882,0.333787,0.0,0.0
0.071694,0.0,0.024895,0.197237,0.027873,0.027661,0.0,0.025348,0.070756,0.098005,0.049652,0.054978,0.0,0.064659,0.021418,0.129677,0.047994,0.061939,0.0,0.026242
0.126131,0.0,0.170992,0.161544,0.0,0.023716,0.0,0.0,0.0,0.0,0.0,0.125957,0.026151,0.125173,0.021778,0.070511,0.100621,0.047465,0.0,0.0
0.026151,0.024689,0.0,0.0,0.14034,0.0,0.0,0.047072,0.0,0.048194,0.038393,0.0,0.0,0.0,0.0,0.0,0.167473,0.051904,0.0,0.455651
0.025016,0.0,0.0,0.0,0.0,0.0,0.0,0.10988,0.0,0.791686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073506,0.0,0.0
0.085971,0.0,0.175799,0.097126,0.0,0.0,0.0,0.025068,0.105112,0.0,0.0,0.142595,0.0,0.068869,0.023716,0.17242,0.041349,0.025809,0.0,0.036096
0.067733,0.0,0.064839,0.162781,0.0,0.023617,0.0,0.0,0.125869,0.037137,0.0,0.0,0.0,0.142892,0.128425,0.103953,0.142793,0.0,0.0,0.0
0.051368,0.0,0.0,0.0,0.079384,0.0,0.0,0.050836,0.040865,0.578344,0.0,0.018906,0.0,0.045405,0.040498,0.048061,0.0,0.046167,0.0,0.0
0.049928,0.0,0.0,0.056602,0.0,0.0,0.0,0.0,0.165282,0.105331,0.0,0.0,0.0,0.191047,0.344363,0.065019,0.02239,0.0,0.0,0.0
0.121919,0.0,0.0,0.139855,0.0,0.0,0.0,0.020193,0.153573,0.053847,0.049859,0.050907,0.0,0.071199,0.0,0.251913,0.086689,0.0,0.0,0.0
0.225313,0.033609,0.0,0.298334,0.0,0.0,0.0,0.0,0.037891,0.0,0.0,0.035797,0.0,0.084964,0.0,0.199022,0.085082,0.0,0.0,0.0
0.305237,0.0,0.053179,0.050942,0.0,0.120074,0.0,0.064302,0.036778,0.061768,0.0,0.088941,0.034482,0.033308,0.03776,0.024064,0.034964,0.026351,0.0,0.027757
0.048935,0.0,0.158549,0.083158,0.051439,0.0,0.123365,0.050625,0.08633,0.0,0.016142,0.10599,0.115583,0.0,0.014844,0.047861,0.017039,0.0,0.0,0.080214
0.173139,0.0,0.051368,0.036804,0.022174,0.056485,0.025068,0.0,0.015219,0.0,0.0,0.014978,0.40388,0.014498,0.0,0.157891,0.016255,0.012259,0.0,0.0
0.111337,0.0,0.136219,0.172181,0.016075,0.038261,0.031207,0.0,0.0,0.031315,0.020348,0.068062,0.027642,0.077697,0.017812,0.150935,0.06263,0.024164,0.0,0.014043
0.06237,0.016875,0.0,0.014378,0.094535,0.017075,0.017603,0.077428,0.012878,0.312299,0.026187,0.012174,0.028656,0.071645,0.0,0.014968,0.121329,0.083853,0.0,0.015625
0.197647,0.032758,0.010309,0.08845,0.0,0.049446,0.009278,0.037008,0.080159,0.045123,0.012949,0.036829,0.021553,0.082928,0.040554,0.143886,0.070414,0.029811,0.0,0.010972
0.133972,0.011018,0.116065,0.07911,0.0,0.032532,0.005547,0.0,0.151564,0.094995,0.0,0.009473,0.048194,0.041694,0.157891,0.064929,0.03173,0.021256,0.0,0.0
0.083505,0.0,0.049583,0.017027,0.0,0.010125,0.021733,0.174706,0.052229,0.278548,0.0,0.0,0.010547,0.061044,0.019223,0.020012,0.025068,0.144086,0.006882,0.025684
0.038607,0.094864,0.0,0.0,0.100273,0.0,0.0,0.064704,0.0,0.277585,0.017849,0.0,0.0,0.01243,0.0,0.008925,0.032577,0.102309,0.143388,0.106579
0.087535,0.019492,0.099649,0.141218,0.0,0.009545,0.013669,0.010174,0.064974,0.068965,0.017837,0.097193,0.018073,0.057313,0.022988,0.076256,0.116306,0.057552,0.0,0.02133
0.093687,0.009246,0.088572,0.166662,0.02199,0.0,0.042867,0.023164,0.119742,0.008573,0.0,0.038102,0.01875,0.093558,0.070805,0.038607,0.094339,0.009841,0.010223,0.051225
0.021778,0.0,0.0,0.007726,0.095457,0.0,0.0,0.347962,0.0,0.295248,0.108292,0.018023,0.0,0.0,0.0,0.007371,0.008633,0.08956,0.0,0.0
0.084847,0.0,0.0,0.131944,0.0,0.042482,0.009407,0.057313,0.094405,0.153148,0.035354,0.042986,0.0,0.114071,0.054712,0.030311,0.028498,0.106875,0.0,0.013678
0.017134,0.009297,0.191976,0.211833,0.0,0.009125,0.009759,0.0,0.09195,0.037917,0.0,0.108668,0.016098,0.071446,0.100064,0.070365,0.041752,0.012534,0.0,0.0
0.057872,0.147624,0.009112,0.025809,0.061982,0.0,0.048732,0.0,0.0,0.403601,0.018672,0.011414,0.0,0.0122,0.0,0.022813,0.033169,0.009012,0.0,0.138025
0.065607,0.0,0.01038,0.0,0.153573,0.009433,0.03688,0.017253,0.045626,0.103593,0.023881,0.012099,0.0,0.006896,0.039119,0.016746,0.0,0.055668,0.029915,0.373195
0.113755,0.0,0.121666,0.228933,0.0,0.015539,0.054485,0.015593,0.056524,0.01684,0.0,0.094208,0.0,0.039336,0.039747,0.073659,0.066986,0.045848,0.0,0.01691
0.060707,0.0,0.017973,0.085852,0.0,0.070756,0.03125,0.011041,0.258996,0.019197,0.010814,0.067639,0.03184,0.092526,0.093105,0.085496,0.017433,0.03688,0.0,0.008478
0.043616,0.0,0.057751,0.033493,0.0,0.058598,0.0,0.0,0.503129,0.009875,0.0,0.010352,0.0,0.029605,0.199851,0.045563,0.0,0.0,0.008235,0.0
0.024638,0.0,0.048261,0.019197,0.011558,0.0,0.042926,0.0,0.057313,0.577143,0.014508,0.035036,0.012057,0.042778,0.095922,0.0,0.0,0.0,0.018698,0.0
0.027892,0.0,0.0,0.0,0.050731,0.0,0.02222,0.0,0.0,0.044656,0.010181,0.0,0.0,0.0,0.0,0.0,0.0,0.032442,0.625031,0.186856
0.041235,0.020978,0.083331,0.06778,0.057432,0.0,0.44013,0.014803,0.032151,0.013462,0.0,0.032397,0.018789,0.007499,0.013593,0.053069,0.007494,0.020067,0.0,0.07594
0.008077,0.0,0.056406,0.229728,0.0,0.013725,0.00882,0.015293,0.057352,0.066109,0.014762,0.020992,0.021733,0.393927,0.020949,0.008077,0.042748,0.007474,0.0,0.013859
0.043015,0.0,0.0,0.0,0.028597,0.0,0.0,0.052374,0.0,0.792235,0.018249,0.0,0.0,0.0,0.0,0.0,0.02108,0.035847,0.0,0.008379
0.013424,0.088144,0.0,0.013295,0.019144,0.083389,0.014269,0.050836,0.03422,0.009005,0.007031,0.087535,0.012833,0.0,0.030713,0.114308,0.393927,0.017738,0.0,0.010153
0.025666,0.0,0.094798,0.268129,0.0,0.0,0.0,0.01194,0.035773,0.173981,0.027527,0.056133,0.004447,0.059252,0.008116,0.067921,0.062327,0.093882,0.0,0.010055
0.103593,0.055054,0.0,0.092847,0.016322,0.0,0.037473,0.019764,0.087595,0.097126,0.0,0.063592,0.014978,0.081843,0.046844,0.096055,0.10897,0.019695,0.016064,0.042247
0.007938,0.019157,0.0,0.0,0.024518,0.0,0.0,0.273384,0.0,0.489371,0.014498,0.0,0.0,0.0,0.0,0.023083,0.0,0.147931,0.0,0.0
0.015124,0.021065,0.013706,0.120074,0.033354,0.015261,0.028856,0.118668,0.025365,0.252088,0.0334,0.024298,0.0,0.049928,0.027834,0.047366,0.08156,0.09195,0.0,0.0
0.111801,0.0,0.110951,0.124309,0.022112,0.015474,0.0,0.057512,0.080604,0.147829,0.006811,0.030522,0.0,0.045405,0.057512,0.081221,0.048765,0.02795,0.0,0.03125
0.06983,0.048867,0.018161,0.0,0.223756,0.0,0.0,0.027167,0.012976,0.397493,0.007748,0.032285,0.0,0.0,0.0,0.013593,0.015082,0.039996,0.0,0.092911
